priority,transaction_id,cohort,merchant,amount,primary_cause,recommended_action
P2,0b27b04a-07fa-4a22-9ae2-f4385e6d47d6,B_APPROVED_BUT_NOT_READY,Dulles International Airport,60,Pre-connection backlog,Run historical backfill/re-export from Ramp accounting sync
P1,4d79bc75-5faf-4960-803e-fce803f94a12,B_APPROVED_BUT_NOT_READY,Marriott,7437.98,Policy violation unresolved,Resolve policy violation/exception in Ramp policy workflow
P2,4d79bc75-5faf-4960-803e-fce803f94a12,B_APPROVED_BUT_NOT_READY,Marriott,7437.98,Policy violation unresolved,Run historical backfill/re-export from Ramp accounting sync
P2,15446a64-4f2d-4663-a6b8-fd797346563e,B_APPROVED_BUT_NOT_READY,Jamf,608,Pre-connection backlog,Run historical backfill/re-export from Ramp accounting sync
P2,e7c0329c-7bd1-4189-ae07-a64dc05d9c90,B_APPROVED_BUT_NOT_READY,Gandi.net,38.38,Pre-connection backlog,Run historical backfill/re-export from Ramp accounting sync
P2,01a63587-5b1b-4dda-8d0c-78e3ff58c01c,B_APPROVED_BUT_NOT_READY,Gandi.net,38.38,Pre-connection backlog,Run historical backfill/re-export from Ramp accounting sync
P2,6dccf349-59f8-4dfa-b68d-3ec125b277ec,B_APPROVED_BUT_NOT_READY,Indeed,120,Pre-connection backlog,Run historical backfill/re-export from Ramp accounting sync
P2,282c3055-5c89-4a2a-a288-2acd058a628e,B_APPROVED_BUT_NOT_READY,Fedex,170.71,Pre-connection backlog,Run historical backfill/re-export from Ramp accounting sync
P1,18b4fde9-3415-4154-8b6f-45a347921342,B_APPROVED_BUT_NOT_READY,Luis Miranda,149.76,Policy violation unresolved,Resolve policy violation/exception in Ramp policy workflow
P2,18b4fde9-3415-4154-8b6f-45a347921342,B_APPROVED_BUT_NOT_READY,Luis Miranda,149.76,Policy violation unresolved,Run historical backfill/re-export from Ramp accounting sync
P2,00f7a032-74df-4e12-aab4-1dc825de7ca4,B_APPROVED_BUT_NOT_READY,Microsoft Office / Azure,16.8,Pre-connection backlog,Run historical backfill/re-export from Ramp accounting sync
P2,3cee75bd-621d-499d-a878-307cba9f866d,B_APPROVED_BUT_NOT_READY,Vonage,471.81,Pre-connection backlog,Run historical backfill/re-export from Ramp accounting sync
P2,9f4181d8-bb37-480f-8522-cb19f720c3b8,B_APPROVED_BUT_NOT_READY,Hubble,222.4,Pre-connection backlog,Run historical backfill/re-export from Ramp accounting sync
P2,0d87bc24-92b2-4b19-b78e-66c4efea0881,B_APPROVED_BUT_NOT_READY,Served by Stadium,62.6,Pre-connection backlog,Run historical backfill/re-export from Ramp accounting sync
P2,257449c6-8447-449f-be4c-05d0df6516ca,B_APPROVED_BUT_NOT_READY,HelloRetriever,105,Pre-connection backlog,Run historical backfill/re-export from Ramp accounting sync
P2,fa094966-9776-4abc-8704-23415c2b5f10,B_APPROVED_BUT_NOT_READY,Cloudflare,10,Pre-connection backlog,Run historical backfill/re-export from Ramp accounting sync
P2,4c7fc339-88a5-467b-8a71-7d7e26c8f0ec,B_APPROVED_BUT_NOT_READY,Amazon,25.35,Pre-connection backlog,Run historical backfill/re-export from Ramp accounting sync
P2,1de7703d-57dd-4e39-8135-c554c1f4e1dd,B_APPROVED_BUT_NOT_READY,Ohm Restaurant,6.19,Pre-connection backlog,Run historical backfill/re-export from Ramp accounting sync
P2,3919b61b-26c6-486a-a750-a0a615be9c5f,B_APPROVED_BUT_NOT_READY,Fedex,33.55,Pre-connection backlog,Run historical backfill/re-export from Ramp accounting sync
P2,e1305b20-7017-439b-8c7e-b533ff5b0a4f,B_APPROVED_BUT_NOT_READY,Zoom,100.79,Pre-connection backlog,Run historical backfill/re-export from Ramp accounting sync
P2,229bd581-a70b-4bbc-b3ee-5c812ba436a1,B_APPROVED_BUT_NOT_READY,Delta Air Lines,736.97,Pre-connection backlog,Run historical backfill/re-export from Ramp accounting sync
P2,051bb69a-3e53-42d7-a249-a4c7ad2bed3a,B_APPROVED_BUT_NOT_READY,Aloft,445.62,Pre-connection backlog,Run historical backfill/re-export from Ramp accounting sync
P2,ad6e0d80-f844-4003-a8b1-724d62c694a5,B_APPROVED_BUT_NOT_READY,Feather & Bone,109.28,Pre-connection backlog,Run historical backfill/re-export from Ramp accounting sync
P2,503abc50-2e37-4aa1-bc19-5b202fc2b16c,B_APPROVED_BUT_NOT_READY,Fedex,33.55,Pre-connection backlog,Run historical backfill/re-export from Ramp accounting sync
P2,31d7d84e-87a8-4b7b-8430-1d18f384d10d,B_APPROVED_BUT_NOT_READY,Ticketmaster,988.2,Pre-connection backlog,Run historical backfill/re-export from Ramp accounting sync
